quote,is_criminal
say goodnight to your mother if shes still awake,0.0
i only regret that i have but one life to lose for my country,1.0
well yes sir rebecca i understand that you wanted this day to come you got what you wanted i didnt kill your mother the two guys that worked for me killed your mother and they are still out there if mr mcdougal had allowed the dna evidence i would be exonerated mr tolson i understand you are out there if there is any justice in this world please use this to keep other people from being where im at warden this is murder just as surely as the people that killed rebeccas mother send me home,1.0
this inmate declined to make a last statement,1.0
this inmate declined to make a last statement,1.0
noel i love you man you have been there for me through thick and thin you and brigitta be there for each other i am at peace we have no worries just as i have no more worries to the victims family may you be at peace also,1.0
i came from cultured educated people i have a background of culture my parents were not delinquents and they did not rear delinquent children the governor is a gentlemanand no gentleman could send a lady to her death im ready ive been ready for a long time,1.0
hold your tongue your wretched style only makes me out of conceit with them,0.0
yes sir i would like to thank god for all the blessings he has given me and i pray that through his mercy he will allow me into his grace and to the family of ms ayers i would like to apologize for all the pain and suffering and that god gives you closure and i pray that he blesses you and to my family know that i love every single one of you and pray that god gives you peace and strength i may not be with you in the physical but by grace my heart will be with you all and i know god loves every one of you all,1.0
thomas jefferson survives,0.0
roger uh bu,0.0
no no no,0.0
i am a regular confederate soldier and have served in the confederate army four years i fought under general buckner at fort donelson and belonged to general morgans command when he entered kentucky i have assisted and have taken many prisoners and have always treated them kindly i was wounded at cynthiana and cut from my command i have been in kentucky ever since i could prove that i am a regular confederate soldier and i hope to die for the confederate cause,1.0
im ready it feels good its a go,0.0
yes sir i would to the west family i would just like to apologize for your loss i hope that you can forgive me to my family and loved ones and friends i thank all of you all for your support and i am sorry for the pain and hurt i have caused you i love you all and i will see you on the other side ok warden,1.0
no statement given,1.0
if you dont like it you can fuck off,0.0
i killed the men i do not regret it but they tell me it was wrong if so i am sorry you see how i am here try and help my people if so tell them how i died and warn them not to do as i did or they may die as i have to die be kind to my people and see that they do not want i am glad you come and i thank you for being here and for what you have done for me see that i am buried with my people,1.0
this inmate declined to make a last statement,1.0
i trust you,0.0
how are we condemned by the covenant of works and relieved by the covenant of grace,1.0
i would like to say to the victims family if this goes on record that i know they have gotten grief and i know with this execution it will not be any relief to them that with my death it will just remind them of their loved one mr holder i would like to say to them please forgive me for what happened it was self defenseand i was never able to get up on the stand to tell them i know this is wrong i am going home to the lord,1.0
i am going over we are laying over help me i am going over give my love and the crews love to the wives and families,0.0
the prettier now fight for it,0.0
when you come to the hedge that we must all go over it isnt so bad you feel sleepy you dont care just a little dreamy anxiety which world youre really in thats all,0.0
happy happy,0.0
what can happen to me i can only die,0.0
blessed are they that mourn for they shall be comforted it is finished,1.0
tell my mother i love her and continue on without me god bless her tell the guys on death row to continue their struggle to get off death row thats about it,1.0
i think im going to make it,1.0
have i played the part well then applaud as i exit,0.0
life is death death is life i hope that someday this absurdity that humanity has come to will come to and an end life is too short i hope that anyone that has negative energy towards me will resolve that life is too short to harbor feelings of hatred and anger thats it,1.0
be strong for me pinkerton told his father gene pinkerton as witnesses entered the execution chamber i want you to know im at peace with myself and with my god pinkerton said he recited a prayer to allah the supreme being of islam i bear witness that there is no god but allah with your praise i ask for forgiveness and i return unto you pinkerton said i love you dad,1.0
a lot of people have always asked if there is a heaven and i say there is there is a heaven and a hell they ask who goes to heaven i believe that it is those who have placed their faith in jesus christ romans for all have sinned and come short of the glory of god romans the wages of sin is death but the gift of god is eternal life romans while we were yet sinners christ died for us romans if you confess with your mouth the lord jesus christ and that he was raised from the dead thou shalt be saved john for god so loved the world that he gave his only begotten son that whosoever believeth in him shall have everlasting life a lot of people forget about john if you have the son you have life and if you have not the son the wrath of god lies on you in this life we sin and we make mistakes john if we confess our sins he is faithful and just to forgive our sins i had a verse that jumped out at me a few days ago psalm speaks of the holiness of god and he was to the people a god who forgave but he took vengeance on his deeds i am not here because of my faith in the lord jesus but i am here for not other reason than my own actions to the bakers i am really sorry for the pain and sorrow i caused you i really do not know what to say but i am sorry forgive me and to my parents i am sorry for the pain i have caused you forgive me thank you for your love,1.0
walter pidgeon,0.0
on me,0.0
id just like to say im sailing with the rock and ill be back like independence day with jesus june like the movie big mother ship and all ill be back,1.0
where is my little boy look at me my son and take warning,1.0
yes i would like to tell my family that i love yall and i wish yall well im ready,1.0
yes i have to say that i am sorry for all the pain that i have caused you and your family i only have love in my heart i hope that you can all forgive me i pray that you can all forgive me thank you for standing by me and being there for me i am ready to go home my baby i will always be with you i really am sorry,1.0
if possible please plasticize or vitrify my brain and leave it on a shelf somewhere with a plaque or durable sticky note that says scan me,0.0
yes sir ernest christopher ochente mary and jennifer tell all the kids i love them and never forget tell bobby mr bear will be dancing for them tell bear not to feel bad my love always i love you all stay strong mary take care of them i love you too i am ready warden,1.0
thank god tomorrow i shall join the glorious company above,0.0
written to the families of ms thompson and ms cutler i am sorry for what happened and that it was because of me that they are gone if there were any way i could change things and bring them back i would but i cant because of what i caused to happen many people were affected and i am very sorry that i did i have made my peace with god and i pray that soon everyone will be able to have closure in their hearts and lives to my family and friends i love you and some day we will all be together again,1.0
spade flush,0.0
this inmate declined to make a last statement,1.0
be thou everlasting,0.0
though he slay me yet will i trust in him,0.0
what the fuck are you doing with a gun,0.0
i suffer terribly i am thirsty,0.0
written the following is the personal final statement of and by michael l mcbride the beatitudes jesus lifted up his eyes on his disciples and said blessed be the poor for yours is the kingdom of god blessed are ye that hunger now for ye shall be filled blessed are ye that weep now for ye shall laugh blessed are ye when men shall hate you and they shall separate you from their company and shall reproach you and cast out your name as evil for the son of mans sake rejoice ye in that day and leap for joy for behold your reward is great in heaven for in the like manner did their fathers unto the prophets but woe unto you that are rich for ye have received your consolation woe unto you that are full for ye shall hunger woe unto you that laugh now for ye shall moan and weep woe unto you when all men shall speak well of you for so did their fathers to the false prophets the supremacy of love over gifts i corinthians chapter love is patient love is kind and is not jealous love does not brag and is no arrogant does not act unbecoming it does not seek its own is not provoked does not take into account a wrong suffered does not rejoice in unrighteousness but rejoices with the truth bears all things believes all things hopes all things endures all things love never fails but if there are gifts of prophecy they will be done away if there tongues they will cease now abide faith hope love these three but the greatest of these is love poem do not stand at my grave and weep i am not there i do not sleep i am the diamond glints in the snow i am the sunlight on the ripened grain i am the gentle autumn rain when you awaken in the mornings hush i am the swift uplifting rush of quiet birds in circled flight i am the soft stars that shine at night do not stand at my grave and cry i am not there i did not die signed michael l mcbride may huntsville texas spoken thank you um i anticipated that i would try to memorize and recite beatitudes new testament more or less lukes beatitudes i should say and a a chapter on love in st corinthians chapter ah i pretty much knew that i would not be able to memorize so much there was also a poem that went along with it and in anticipation of not being able to um fulfill that desire i provided a written statement that will be made available to anybody that wants it i believe isnt that correct so uh i wanted you to hear me say that and i apologize and for any other grief i have caused you know including the ah what youre about to witness now it wont be very long as soon as you realize that appear i am falling asleep i would leave because i wont be here after that point i will be dead at that point its irreversible god bless all of you thank you,1.0
can you hear me did i ever tell you you have dads eyes ive noticed that in the last couple of days im sorry for putting you through all this tell everyone i love them it was good seeing the kids i love them all tell mom everybody i am very sorry for all of the pain tell brenda i love her to everybody back on the row i know youre going through a lot over there keep fighting dont give up everybody,1.0
oh come on,0.0
id like to say i am an innocent man i did not order the murders,1.0
i am so sorry for what yall had to go through i am so sorry for what all of you had to go through i cant imagine losing two children if i was yall i would have killed me you know i am really so sorry about it i really am i got to go sister i love you yall take care and god bless you gracie was beautiful and tiffany was beautiful you had some lovely girls and i am sorry i dont know what to say all right warden lets do it,1.0
wonderful wonderful this death,0.0
pity pity too late,0.0
god help me,1.0
yeah the only statement i want to make is that i am an innocent man convicted of a crime i did not commit i have been persecuted for years for something i did not do from gods dust i came and to dust i will return so the earth shall become my throne i gotta go road dog i love you gabby remaining portion of statement omitted due to profanity,1.0
how do you do cushing i am glad to see you,0.0
keep it brief here just want to say uh family take care of yourselves uh look at this as a learning experience everything happens for a reason we all know what really happened but there are some things you just cant fight little people always seem to get squashed it happens even so just got to take the good with the bad there is no man that is free from all evil nor any man that is so evil to be worth nothing but its all part of life and my family take care of yourselves tell my wife i love her ill keep an eye on everybody especially my nieces and nephews im pretty good i love yall take care im ready,1.0
i feel a bit dizzy i think ill go and lie down,0.0
life or death is welcome to me and i desire not to live but so far as i may be serviceable to god and his church,0.0
yes maam i want to thank yall i love yall for supporting me i want to apologize for the wrong i did to yall forgive me im ready maam,1.0
lord have mercy upon me pray people while there is time,0.0
ive loved you very much franca very much,0.0
yes on the ground,0.0
this inmate declined to make a last statement,1.0
i can yet find words to thank you sir it is the most welcome news you could give me what should i wish to live for,1.0
when the machinery is broken i am ready,0.0
a dying man can do nothing easy,0.0
tell them ive had a wonderful life,0.0
that was a great game of golf fellas lets go have a cocacola,0.0
you know once upon a time diamonds were priceless i never knew until i ran across my own i just want eve to know that one of these days im going to return and get that for myself thank you to my family i love you each and every one of you this is not the end but the beginning of a new chapter for you and i together forever i love you all remember what i told you brad ms irene god bless you i love you see you on the other sidewarden murder me sodom and gomorrah which is harris county,1.0
four sixes to beat,0.0
jesu,0.0
now we can cross the shifting sands together,0.0
i think its a hell of a thing that a life has to be taken in this manner i think capital punishment is legally and morally wrong,1.0
i want to let all of my people know and everybody who is here and supported me that i love them and wish them all the best,1.0
toodleoo,0.0
i shoot better,1.0
let us ease the roman people of their continual care who think it long to await the death of an old man,0.0
there are no endings only beginnings love yall see you soon,1.0
will no one have pity on me here fire here,1.0
i would like to apologize to the victims family for all of the pain i have caused them i would like to tell my family i love them and i hope to see them again soon lord jesus thank you for giving me the strength and the time in my life to find jesus christ and to be forgiven for all of my sins thank you for the changes in my life you have given me the love and closeness of my family and my beautiful daughter thank you for using me,1.0
goodby people i gladly give my life for my sweetheart i loved her,1.0
at least i may die facing the enemy,0.0
although dealing with the japanese and the barbarians is not something that should be taken lightly i fear that as peace is ingrained in you the days growing longer all matters be done lazily and slowly so you should always be careful and watch out every day so you do not give in to negligence,0.0
the world loves a good sport and hates a bad loser,1.0
i think ill go now,0.0
syrie my head is so heavy let me rest it on your face,0.0
shelby god bless your heart to my family i love them and everybody that showed support thank you to all of my cousins and aunts and uncles that showed support and that prayed for me from california to new york thank you for all of your support pope francis gods children has asked the state of texas to switch my death sentence to life in prison but the state of texas has refused to listen to gods children they will have to take that up with god let everyone know its not over to wesley ruiz aka slope keep your head up keep your faith in god to my family i love yall thats it warden,1.0
when i was a kid raising hell everyone told me id end up on the gallows so i thought id fool them alsotheres an old saying i like live by the sword and die by the sword,1.0
no i am ready at any time but do not keep me needlessly waiting,1.0
stand up for jesus in all circumstances,0.0
this is the first time since my condemnation that i thought what it was to die the shock was terrible what a night of horror was the next night the doctor perceived that agony of my soul and asked me some questions of the state of my mind and i poured my heart out to him i had fortunately concealed my real name that i might return like the prodigal to my parents and live a life devoted to god and their comfort,1.0
mercy mercy mercy dont hang me i cant die im not ready to die i dont want to die,1.0
amazing amazing glory i am having pauls understanding,0.0
it is unbelievable,1.0
i believe im going to die i love the rain i want the feeling of it on my face,0.0
linen doctor you speak of linen do you know what linen is the linen of the peasant of the worker linen is a great thing i want to make a book of it,0.0
king of heaven do thou have mercy on me for the king of earth hath forsaken me,1.0
it the crown of scotland came with a lass and it will go with a lass,0.0
glory to god for all things amen,1.0
yeah momma i just want you to know i love you i want all of you to know i love you all i am at peace we know what it is we know the truth stay out of crime there is no point in it i am at peace we know the truth and i know it i have some peace i am glad it didnt take that long no or years i am at peace and i want everyone to know i did not walk to this because this is straight up murder i just want everybody to know i didnt walk to this the reason is because its murder i am not going to play a part in my own murder no one should have to do that i love you all i do not know all of your names and i dont know how you feel about me and whether you believe it or not i did not kill them i just want you all to have peace you know what im saying there is no point in that it is neither here nor there you have to move past it it is time to move on you know what im saying i want each one of my loved ones to move on i am glad it didnt last long i am glad it didnt last long i am at peace i am at peace to the fullest the people that did this they know i am not here to point fingers god will let them know if this is what it takes just do what you got to do to get past it what it takes i am ready warden love you all let my son know i love him,1.0
i would like to tell the canfield family im sorry sorry for your loss i wish i could take it back but i cant i hope this gives you closure i did not murder your loved one it was an accident i didnt mean for it to happen i take full responsibility to my family weve talked earlier and you know im at peace god is the ultimate judge he knows what happened we talked earlier i love all of yall im ready warden,1.0
oh liberty what crimes are committed in thy name,1.0
rather death than slavery is the motto of the french,1.0
youre not about to witness an execution you are about to witness a murder i am strapped down for something marcus rhodes did i never killed anybody ever i love you mom i love you tali this is wrong this whole thing is wrong i cant believe you are going to let marcus rhodes walk around free justice has let me down somebody completely screwed this up i love you too mom well warden if you are going to murder someone go ahead and do it pull the trigger its coming i can feel it coming goodbye,1.0
thomas jefferson survives,0.0
this inmate declined to make a last statement,1.0
i am a young man still to me life is life whether inside a penitentiary or out i stand convicted of murder but in my heart i am no murderer here surely is the contingency for which the alternative penalty was planned,1.0
i hope that i can be with applejack in the afterlife my life has no meaning without her if theres no afterlife and she isnt real then my life never mattered anyway,0.0
i have loved justice and hated iniquity therefore i die in exile,0.0
for no athenian through my means ever wore mourning,0.0
umm pamela can you hear me stephanie hardy marcus tell all the family i love them i am sorry for the hard times and what hurts me is that i hurt yall and um even for yall too and patricia she wrote me tell patricia i wrote her back and to tell yall what i said i love yall i am ready,1.0
cowards why did you not defend him,0.0
weary very weary,0.0
tell everyone on this train i love them,0.0
weve reached one of our phase lines after the fire fight and it smells badmeaning its a little bit suspiciouscould be an amb,0.0
what have i done or my children that i should meet such a fate and from your hands too you who have met with friendship and kindness from my people who have received nothing but benefits from my hands,1.0
last entry for gods sake look after our people,0.0
you can refute hegel but not the saint or the song of sixpence,0.0
i have fought a good fight i have finished my course i have kept the faith henceforth there is laid up for me a crown which god the righteous judge will give me at that day that is my testimonywrite it downthat is my testimony,0.0
to be like christ is to be a christian,0.0
this inmate declined to make a last statement,1.0
i die,0.0
yes i do sir in honor of a true american hero lets roll lord jesus receive my spirit,1.0
yes warden i just want to let everyone know that this here is a tragedy what happened to diana corey and what is happening to meit is a tragedy that is all warden,1.0
the car seems ok,0.0
yes sir i would like to ask forgiveness of the family i have no reason for why i did it i dont understand why i did it i hope that you can live the rest of your lives without hate i pray the lord grant me forgiveness all powerful and almighty lord i commit myself to thee amen,1.0
holy name,0.0
this is it im going im going,0.0
there is not a day that goes by that i dont regret my actions i had no right to take your loved ones from you and i ask and pray hope and pray that one day you find it in your hearts to forgive me for those actions no amount of my apologies will ever return them to you and if you feel that this is what you need to get you closure i pray it helps you have that closure i just hope that one day you find that forgiveness to forgive me for taking your loved ones from you i am deeply sorry to my mom my sister my niece my lawyers my supporters my friends my family and everybody i love you this isnt the end this is only the beginning everybody back at the polunsky unit field ministers director hazelwood director dickerson major neyland and everybody there thank you for you love and support and your compassion and allowing me the opportunity to show you that i can change and become a better man and rehabilitate i thank god for allowing me to seek him out and finding him and show that this isnt about me we are all here today because of my actions but in the end it comes down to god praising him and giving honor to him i have accepted jesus christ my lord and savior years ago and i just want you guys to know how deeply sorry i am but i know when this happens and this goes through its going to be the end of this life but it will be the beginning of my ultimate life in heaven im sorry and as philippians says to live is die to live is christ and to die is gain with that said warden strong thank you i am finished,1.0
i have swallowed something,0.0
this inmate declined to make a last statement,1.0
yes i do i want to tell you all how much i love you all how much i appreciate everything i love you all and my family i treasure every moment that i have had i want the guys to know out there not to give up not to give in that i hope someday the madness in the system something will come about something will be resolved i would gladly trade the last years if it would bring back mark frederick give him back his life give back my father his life and my mother her health all i ask is that i have one day and all the memories of you and my family and all the things that have happened they are executing an innocent man because things did not happen as they say they happenthe truth will come out someday i am not the same person as i was years ago who would have thought it would have taken years to get to this moment dont give up dont give in if i am paying my debt to society i am due a rebate and a refund but i love you all and you all watch out for mom and you all keep up keep going thank you warden,1.0
this inmate declined to make a last statement,1.0
then you really think i am dying at last you think so but i was right from the first,0.0
can you turn rainy weather into dry,0.0
no time no,0.0
i know i must go but im satisfied for we beat peggy parratt,0.0
im awful tired now hank ive got to go to bed,0.0
well i hope you are satisfied,1.0
sic transit gloria mundi,0.0
my heart be removed from my remains and that it be sent to n mwheatley so that he may gaze upon the heart of a man who through his cowardice caused the ignoble death of a man better then himself,1.0
should i lift my head a bit,1.0
the chair will be a good enough christmas present for me,1.0
i am roastednow turn me and eat me,0.0
i will raise mine eye unto the hills whence cometh my help,1.0
i told the daughter not to come discontinue be quiet please specifically i want to say that the bad evil man i was when i came to death row years ago is no more by the power of god jesus christ god almighty holy spirit he has transformed me as a new creature of christ i know that i am a christ child and that my lord will welcome me into his arms jesus christ is the lord of lords and the king of kings i love all of you those i can and cant see with the love of christ my love for you is secure and i love you purely and wholeheartedly in the name of the almighty god,1.0
i was asked by somebody i dont remember who if there was any way sex offenders could be stopped i said no i was wrong i said there was no hope no peace there is peace there is hope i found both in the lord jesus christ,1.0
this is no way to live,0.0
did i get jimmy out,0.0
mama,0.0
i would like to give a special thanks to all of you for showing me kindness compassion empathy love and support and believing in me thank you for everything that yall have done i would also like to thank the directors of chaplaincy of tdcj for opening up the faith based program on death row and allowed me to be accepted into it to find jesus christ our lord and savior and if any of you would like to see me again i implore all of you no matter who you are to accept jesus christ as your lord and savior and we will meet again i love you all bring me home jesus,1.0
i want to speak to reporters newspaper men have made a fine mess of things calling me tough tony i have always been a good kid i am innocent,1.0
kill me if you want but stop bothering me,0.0
yes sir wheres mr marinos mother did you get my letter just wanted to let you know i sincerely meant everything i wrote i am sorry for the pain i am sorry for the life i took from you i ask god for forgiveness and i ask you for the same i know it may be hard but im sorry for what i did to my family i love each and every one of you be strong know my love is always with you always i know i am going home to be with the lord shed tears of happiness for me i love each and every one of you keep on living betty you have been wonderful you guided me to the lord you have been like a mother to me sean rusty jenny marsha god bless each and every one of yall jesus i confess you as my lord and savior i know when i die ill have life in heaven and life eternal everlasting i am ready for that mansion that you promised me,1.0
i shall not feel that i have died in vain if my passing will show to you that there is only one road that leads to happiness and that is the straight and narrow path of honesty virtue and truth please do not treat this as only the dying admonition of a fellow convict its observance by you will mean to me that my sacrifice may prove your salvation,1.0
its all right cowling weve got them stone cold,0.0
shoot shoot stop now,0.0
do i have to wear this thing i have nothing to be ashamed of i am innocent i have no malice against anyone,1.0
do not forget what i have told you,0.0
i want to tell you folks there of a i have a love in my heart for you i hope you dont look for satisfaction or comfort or peace in my execution jesus christ is my lord and savior and i want him to be yours im sorry for the pain and heartache ive caused your family too many years ive caused all my family problems and heartache im sorry i wanted to let you know that the lord jesus is my life and i just want to go im gonna fall asleep and ill be in his presence shortly i got reason to rejoice and i pray to see all of you there someday,1.0
no surrender for me,0.0
no good,0.0
to the davis family i am sorry for all of the pain that i caused your family it was me and me alone anthony graves had nothing to do with it i lied on him in court my wife had nothing to do with it anthony graves dont even know anything about it my wife dont know anything about it but i hope that you can find your peace and comfort in strength in christ jesus alone like i said i am sorry for hurting your family and it is a shame that it had to come to this so i hope that you dont find peace not in my death but in christ cause he is the only one that can give you the strength that you needand to my family i love you ah you have been a blessing to me and i love you all and one day i will see yall so i hope yall find yall peace comfort and strength in christ jesus alone because thats where its at abul behold your son and anitra behold your mother i love you i am ready to go home and be with my lord,1.0
peace,0.0
why crying this is a moment of joy a moment of glory,0.0
there is yet time to win another battle,0.0
you are fighting for an earthly crown i am going to receive a heavenly one,0.0
what a life,0.0
i begin to perceive and feel the joys of eternal life i shall soon behold him who was sacrificed for men i long for the blessed sight all else is to me as dross there is nothing that could make me wish to live one hour longer,0.0
my most fervent wish is that i will not be replaced until a new president is installed,0.0
the best of all is god is with us,0.0
warry shift,0.0
oh ill smother with that on ive got electricity in my head now,1.0
tomorrow at sunrise i shall no longer be here,0.0
stick it men show them fight and for gods sake put up a good fight,0.0
im disappointed with the almost total lack of fairness in the american criminal justice system this is truly a sad time in our countrys history when political concerns take on more importance than the fundamental rights of the individual,1.0
whats the time,0.0
try to be forgotten go live in the country stay in mourning for two years then remarry but choose somebody decent,0.0
dulce et decorum est pro patria mori,1.0
i am not coward but i am so strong it is hard to die,0.0
my last words will be hoka hey its a good day to die thank you very much i love you all goodbye,1.0
again i am sorry for what i have done i do not know if my death will change anything or if it will bring anyone peace i want to ask the families to forgive me,1.0
first and foremost id like to say justice has never advanced by taking a life by coretta scott king lastly to my wife and to my kids i love yall forever and always thats it,1.0
yes warden i would like to tell the family of the victim that i could never figure out the words to fix what i have broken i just want you to know that this yearold is not the same reckless yearold kid from i hope you find peace thank you warden,1.0
i thought this was the most beautiful spot in the world and now i know it,0.0
i dont know where animators go when they die but i guess there must be a lot of them they could probably use a good director though,0.0
reiwa is beautiful,0.0
dont give them a damned inch,0.0
i have no religious joys but i have a hope in the strength of which i think i could plunge into eternity,0.0
mama mama mama,0.0
yes i do if it matters to anyone i did not kill olga brian thank you for caring dee dee you have been a good sister to all of us ana and chiconot sure of name he said trust in god i will always love you lynn i will always love you ok warden,1.0
i am on the way to spires to visit the kings my predecessors,0.0
no no,0.0
me mudder did it,0.0
we are beggars this is true,0.0
study my brain please im sorry tell rick im sorry for everything,0.0
as the ocean always returns to itself love always returns to itself so does consciousness always returns to itself and i do so with love on my lips may god bless all mankind,1.0
my name is nick berg my fathers name is michael my mothers name is suzanne i have a brother and sister david and sara i live in west chester pennsylvania near philadelphia,0.0
indolent people how different your fate would be today if you knew the price of freedom but it is not too late see that although a woman and young i have more than enough courage to suffer death and a thousand more deaths do not forget this example miserable people i pity you someday you will have more dignity i am dying to defend the rights of my country,1.0
oh god,0.0
can you believe this crap,0.0
first i would like to praise my lord jesus christ i ask for forgiveness to the thomas family for my past choices i made carol did not deserve for what ive done ive asked god to forgive me please find it in your hearts to forgive me im sorry it has been bothering me for a long time so i now pray and i will keep you all in my prayers i hope you find it in your heart to forgive me im sorry to my supporters daniel brother charlie steve and all who stood by me thank you by no means am i happy for what ive done i have asked the lord to forgive me please tell everyone im certain i left off some names tell my kids im sorry for being a disappointment thank you god bless im ready warden,1.0
boys theyve killed me but never give it up,0.0
oh lord i proclaim to the world that i am innocent of this crime,1.0
yes i would like for my family to take care of each other i lovel you angel lets ride i guess this is it,1.0
never mind it is good to die for our country,0.0
tell my son i love him very much god bless everybody continue to walk with god go cowboys love yall man dont forget the tball ms mary thank you for everything that youve done you too brad thank you i can feel it taste it not bad,1.0
i am as a grain of sand on the beach of the black race the black race has lost its pride and dignity and is slowly dying from within and without my death ends my tears and the fortune of watching my race slowly die if there is such a thing as an antichrist it aint one man but the whole white race,1.0
merry christmas,1.0
these then are my last words to you be not afraid of life believe that life is worth living and your belief will help create the fact,0.0
yes id like to say id like to give my blessing to all the people that seeked to save my life and id like to curse everyone that seeked to take my life farewell,1.0
first i would like to give praise to god for the love and grace that he has allowed for all of this to come together i would like to thank and ask blessings for all of the men who are imprisoned and have shared in my struggle and have allowed me to help them i would like to thank my family for their blessings and for sharing my struggle and having been there for me and endured this with me i would like to thank the chaplain and all the rest who have offered their prayers,1.0
with my comrades i fought with them i die,1.0
have a good trip,0.0
all must die but tis enough that the child liveth,0.0
ah mes enfans you cannot cry as much for me as i have made you laugh in my time i never thought that it was so easy a matter to laugh at the approach of death,0.0
i forgive all of you hope god forgives all of you too,1.0
last tag,0.0
all my possessions for a moment of time,0.0
how interesting this all is it will be a new experience,0.0
ive been an ugly sinner im truly sorry for the heartaches ive caused,1.0
i have one consolation when i do take that walk i know that the lord knows that im speaking the truth the ones who conspired with their underhanded tactics to obtain their conviction will have to live with it for the rest of their lives,1.0
tell my father i died right,0.0
let there be no fuss about me let me be buried with the men,0.0
this inmate declined to make a last statement,1.0
i am only sad that i have to leave with a full trunk,0.0
o god i am dying to his physician this is death,0.0
it has been seventeen years since i ascended the throne i feeble and of small virtue have offended against heaven the rebels have seized my capital because my ministers deceived me ashamed to face my ancestors i die removing my imperial cap and with my hair disheveled about my face i leave to the rebels the dismemberment of my body let them not harm my people,0.0
all right then ill say it dante makes me sick,0.0
i pray you good people be not the worse to these men on my account as though they were the authors of my death,1.0
behold then the recompense reserved for the first apostle of liberty,1.0
many things are growing clearer and clearer to me,0.0
you assface,0.0
lord god into thy holy hands i commit my spirit,0.0
only one man ever understood me and he really didnt understand me,0.0
wounded at the battle of alexandria he asked what had been placed under his head and was told it was only a soldiers blanket,0.0
long live eternal germany,1.0
some day when things look real tough for notre dame notre dame fighting irish football ask the boys to go out there and win one for the gipper,0.0
i cant fix myself,0.0
it was the food,0.0
carry my bones before you on your march for the rebels will not be able to endure the sight of me alive or dead,0.0
no,0.0
marie my wifei am with you to the last minute this will help me to take it as a german even the heaven out there is dark its raining our graves are far from home but not forgotten marie until we meet in a better world may god be with you my love to you my heart to my country heil hitler your ed always,1.0
lord receive my soul,1.0
oscar,0.0
yeah i think id rather be fishing,1.0
lord help my poor soul,0.0
i am so happy,0.0
i dont have anything to say you can proceed warden jones,1.0
spoken the statement i would like to make is to all my loved ones and to the abrahams and williams families we came a long way through the tragedy from hate to love and i would like to apologize for the pain i have caused all my families on both sides i am looking at you mr frank i am sorry brother for what happened to your sister and i hope that you would forgive me one day ask god to forgive me and ask god to forgive you and allow me to pass through my brother farooq i love you my brother and send my love to all my family members and i was not a monster like they said i was i made a mistake and this mistake cost but they wont cost no more i leave you with all my love and blessings may allah bless each and every one of you written hello to all tonight i take my last walk as well breath in this world called earth i state that to show im not saddened or enjoied to see this moment because i leave behind alot of people that loved me that believe i could had been that someone if i been given a real chance in life instead of denial or incarceration everytime i was arrested for something the community believed i did to be here on texas death row show all people that we people of american dont care about helping this is about destroying lives to show they can kill but they hide behind laws of american im not disappointed of the system or nobody because this is how its supposed to be texans was breed that way to live think act but someone is mad that a system thats supposed to protect and uphold what is just and right has shown its just as crooked as i am said to be now i lay here dead but we have gave all texans the sign that in some instances and in some cases killing is alright to do as long its for justice of the american people so who win no one do aint no such thing as a closure because we all still will remember who aint here on them special detes occasions ect so no victorious heros and happiness but in allahs god eye justice is his and we should cry out for his forgiveness i leave with allahs blessing as well mercy for my soul im free now let me rest in peace nammyohorengekyo salaamu amen bro dreehcer ali smaillii muhammd formely known as richard earl headwilliams iii,1.0
you all brought me here to be executed not to make a speech thats it,1.0
and now i begin my intercourse with god which shall never be broken off farewell father and mother friends and relations farewell the world and all delights farewell sun moon and stars welcome god and father welcome sweet jesus christ the mediator of the new covenant welcome blessed spirit of grace the god of all consolation welcome glory welcome eternal life and welcome death,1.0
first of all i would like to apologize to the family members of the cadena family for whatever hurt and suffering i have caused you this opportunity has never come up before its not that i havent been remorseful things just never worked out before please forgive me and i hope you find it in your heart to forgive me the peace you will find will be a temporary peace true peace will come through find christ i pray through this execution that you will find the peace you seek give yourself to christ and find peace through him i thought about your loved one very much he will be waiting in heaven for me i will be able to talk to him and ask him for forgiveness personally to my family i thank you and love you for being there for me and supporting me this is just a stepping stone to home the hardest part of all the years i was on death row to all people that supported me you will always be in my heart as i have always been in yours god bless you keep your heads up see you again soon forgive me for the pain i caused you spanish to all the people of mexico i would like to thank them for the help i also want to carry each and every one of you in my heart if you are going to demonstrate i dont want you to do anything crazy to these people they have suffered enough long lives mexico raise the flag of mexico with honor thanks for everything i love you english to everyone on death row keep your heads up and i will see you again i am truly sorry may you find peace in this forgive me for the pain god bless you i love you all and im ready to go home,1.0
happy,0.0
thank god i have done my duty,0.0
i just want to tell my family i love them and i thank the lord jesus for giving me another chance and for saving me,1.0
and as to the woman who was my reputed wife she died with a lie in her mouth but i freely forgive those who swore to her false declarations i acknowledge myself to have been a notorious sabbathbreaker and would warn all young people against that heinous crime i ask forgiveness of all men whom i have injurd and pray they will forgive me so i hope for forgiveness of god,1.0
do you have it now,0.0
id just like to tell the richard family that im very very sorry i hope in their hearts they can forgive,1.0
you know not what you do,0.0
mumbledtell mama i love her,1.0
im going to sit in the chair and go to sleep,1.0
i might have lived another year if i had not caught this cold but i am satisfied to go now i am eightyfour years oldlong past the allotted time of manand at my age life becomes a burden,0.0
tv four just lost,0.0
mom i hope you have a good day at work and i love you very much,0.0
we are holding our own,0.0
this inmate declined to make a last statement,1.0
