name,title,quote,date,context
Honoré de Balzac,French novelist and playwright,I can no longer read or write. De Balzac.,18 August 1850,written across the bottom of a letter from his wife
Félix Arvers,French poet and dramatist,"Ah! Coquereau, I forgot to mention one of the greatest faults of my life. I have spoken badly of Charles X!",7 November 1850,to his confessor
Frédéric Bastiat,French economist and writer,I am not able to explain myself.,24 December 1850,
John James Audubon,"American ornithologist, naturalist and painter","Yes, yes, Billy! You go down that side on Long Pond, and I'll go this side, and we'll get the ducks.",27 January 1851,speaking to his friend William Bakewell while suffering from senility
Paul-Thérèse-David d'Astros,French Roman Catholic cardinal and archbishop,"Neither life nor death, nor any being can separate us from Him.",29 September 1851,
Nikolai Gogol,Russian author of Ukrainian origin,"Give me! Give me! Come on, give me! The ladder! Quick, pass me the ladder!",4 March [O.S. 21 February] 1852,in delirium
Arthur Wellesley,1st Duke of Wellington,"Yes, if you please.",14 September 1852,upon being asked if he would like a sip of tea by his valet
Daniel Webster,American statesman 4 March [O.S. 21 February] 1852,'I still live!,,
William Broughton,Anglican Bishop of Australia,Let the earth be filled with His glory.,20 February 1853,
Samuel Appleton,American merchant and philanthropist,I will now try to sleep.,12 July 1853,to his wife
Frederick William Robertson,English divine,I cannot bear it; let me rest. I must die. Let God do his work.,15 August 1853,when attendants tried to change his position
François Arago,"French mathematician, physicist and astronomer","I intend to resign my situation of perpetual secretary to the Academy, since I can no longer discharge its duties.",2 October 1853,to his associate Jean-Baptiste Biot
"(""Ó Teixeira? Se tenho perigo","diga-mo; não me engane."") — Maria II, queen regnant of Portugal","Teixeira? If I am in danger, tell me; do not deceive me.",15 November 1853,addressing her surgeon during her eleventh childbirth
Silvio Pellico,"Italian dramatist, poet and patriot, author of Le mie prigioni (My prisons)",O Paradise! O Paradise! At last comes to me the grand consolation. My prisons disappear; the great of earth pass away; all before me is rest.,31 January 1854,
George Lippard,"American author, social activist and labor organizer",Is this death?,9 February 1854,to his physician
François Xavier Aubry,French Canadian merchant and explorer,Let me bleed.,18 August 1854,mortally wounded in saloon fight by Richard Hanson Weightman
George Cathcart,British general and diplomat,I fear we are in a mess.,5 November 1854,prior to his death at the Battle of Inkerman
"(""Eu já o não vejo."") — Almeida Garrett",Portuguese author,I no longer see you.,9 December 1854,addressing his friend Francisco
Mary Russell Mitford,English author and dramatist,"If you wish for another cheerful evening with your old friend, there is no time to be lost.",10 January 1855,
Benjamin Parsons,English congregational minister,"I feel that I must come like the poor publican, like the thief on the cross, and like Mary Magdalene. I must come to the foot of the cross and be saved just in the same manner as they.",10 January 1855,
Joseph Beaumont,English Methodist minister,"Thee while the first Archangel sings, He hides his face behind his wings.",21 January 1855,announcing the first lines of a hymn to his congregation. He then fell dead as they sang the second line
Hedley Vicars,British Army officer and evangelical,Cover my face.,22 March 1855,killed in action in the Crimean War
Charlotte Brontë,English author,"Oh, I am not going to die, am I? He will not separate us. We have been so happy.",31 March 1855,addressing her husband Arthur
Andrew Bolon,American Bureau of Indian Affairs agent,Do not kill me! I did not come to fight you!,25 September 1855,prior to his throat being cut by a member of the Yakama
Thomas Washington Barber,American abolitionist,That fellow hit me.,6 December 1855,"; shot along with his horse by slavery supporters near Lawrence, Kansas"
Heinrich Heine,German writer and literary critic,Write! Write! Write! Paper! Pencil!,17 February 1856,
Adolphe Monod,French Protestant churchman,This oppression is altogether physical: God is not the less with me. I am waiting for Him in the faith of Jesus Christ and of the Holy Spirit.,6 April 1856,
John Bryan,Welsh Wesleyan Methodist minister,Don't disturb me. I am too full. O! what a glorious sight.,28 May 1856,
Edward Alderson,English lawyer and judge,"The worse, the better for me.",27 January 1857,when asked how he felt
Eugène François Vidocq,French criminal turned criminalist,How great is the forgiveness for such a life!,11 May 1857,
Henry Montgomery Lawrence,British military officer and statesman,Let there be no fuss about me; let me be buried with the men.,4 July 1857,mortally wounded at Siege of Lucknow
Pierre-Jean de Béranger,French poet and chansonnier,"My God, my God! Enlighten us. Inspire in a united mankind the love of the good, the love of well being.—To do good, to live for others—that's happiness. Charity, charity, for all the world to be happy. —Widows, small boys—help them.",16 July 1857,
Auguste Comte,French philosopher,What an irreparable loss!,5 September 1857,
Sophie Swetchine,Russian Roman Catholic mystic,It will soon be time for mass. They must raise me.,10 September 1857,
Henry Havelock ,British Army general,"Come, my son, and see how a Christian can die.",24 November 1857,
Luigi Lablache,Italian operatic bass,"Mid pleasures and palaces though we may roam / Be it ever so humble, there's no place like home / A charm from the skies seems to hallow us there / Which seek thro' the world, is ne'er met elsewhere / Home! Home! / Sweet, sweet home! / There's no place like home / There's no place like home!",23 January 1858,"After singing the first stanza of Home! Sweet Home! on his deathbed, his voice failed at the start of the second stanza"
Thomas Hart Benton,United States Senator from Missouri,I am comfortable and content.,10 April 1858,
James Maitland Hog,Scottish advocate and landowner,I am looking to the Savior. My only hope is in Jesus.,1 August 1858,spelling out his final words on a printed alphabet with a reed in his mouth
"(""J 'ai perdu."") — Karl August Varnhagen von Ense","German biographer, diplomat and soldier",I lost.,10 October 1858,playing chess with his young niece
Benjamin Franklin Butler,Attorney General of the United States,"I have peace, perfect peace. 'Thou wilt keep him in perfect peace whose mind is stayed on thee.'",8 November 1858,quoting Isaiah 26:3
Robert Owen,"Welsh textile manufacturer, philanthropist and social reformer",Relief has come.,17 November 1858,
Frederick W. Adams,"American physician, author and violin maker","If there is a Christian's God, I am not afraid to trust myself in his hands.",17 December 1858,
Philip Barton Key II,"American lawyer who served as U.S. Attorney for the District of Columbia, pleading to his murderer Daniel Sickles, with whose wife Key had an affair",Murder! Don't kill me!,27 February 1859,
Alexander von Humboldt,German polymath,How grand those rays! they seem to beckon earth to heaven.,6 May 1859,
"(""Consolem o meu Pedro."") — Stephanie of Hohenzollern-Sigmaringen",queen consort of Portugal,Comfort my Peter.,17 July 1859,
Thomas De Quincey,English essayist,Sister! sister! sister!,8 August 1859,to a vision of his dead sister
Washington Irving,American writer and diplomat,"Well, I must arrange my pillows for another night – when will this end!",28 November 1859,
John Brown,American abolitionist,"I, John Brown, am now quite certain that the crimes of this guilty land will never be purged away but with Blood. I had, as I now think, vainly flattered myself that without very much bloodshed it might be done.",2 December 1859,final written words prior to execution by hanging
Thomas Babington Macaulay,British historian and politician,I shall retire early; I am very tired.,28 December 1859,"to his butler""It is all one, Phillips and Clarke will come for my sake."" — Theodore Parker, American transcendentalist, Unitarian minister and abolitionist (10 May 1860), referring to notables who would attend his funeral"
"(""Jag kvävs."") — Desideria",Queen of Sweden and Norway,I'm choking.,17 December 1860,after collapsing in a staircase of Stockholm Palace
Henri Murger,French author of Scenes of Bohemian Life,"No noise, no music, no bohemia!",28 January 1861,
Stephen A. Douglas,"American politician, Senator from Illinois and 1860 Democratic presidential nominee","Death, death, death.",3 June 1861,
Camillo Benso,"Count of Cavour, Italian statesman, Prime Minister of Italy","No, Your Majesty, to-morrow you will not see me here.",6 June 1861,"to Victor Emmanuel II of Italy, who had said he would see him tomorrow"
Patrick Brontë,"Irish Anglican priest and author, father of Charlotte, Branwell, Emily and Anne Brontë",While there is life there is will.,7 June 1861,
Elizabeth Barrett Browning,English poet,It is beautiful.,29 June 1861,
Francis S. Bartow,American and Confederate politician and brigade commander of the American Civil War,"Boys, they've killed me, but never give it up!",21 July 1861,mortally wounded at the First Battle of Bull Run
James Cameron,Union colonel of the American Civil War,"Scots, follow me!",21 July 1861,before being mortally wounded at the First Battle of Bull Run
Barnard Elliott Bee Jr.,Confederate general of the American Civil War,There is Jackson standing like a stone wall! Rally behind the Virginians. Let us determine to die here and we will conquer. Follow me.,22 July 1861,"before being mortally wounded at the First Battle of Bull Run. His last words gave rise to the nickname of Thomas J. ""Stonewall"" Jackson"
Edward Dickinson Baker,United States Senator and Union colonel of the American Civil War,"See, he falls.",21 October 1861,pointing to a Confederate horseman who had been struck by gunfire at the Battle of Ball's Bluff. Baker was then himself shot four times. He was the only sitting United States Senator ever killed in a military engagement
"(""Gutes Weibchen"" or ""Gutes Frauchen."") — Albert",Prince Consort,Good little wife.,14 December 1861,"to his wife, Queen Victoria"
John Tyler,president of the United States,"Doctor, I am going. Perhaps it is best.",18 January 1862,
Andrew Reed,English Congregational minister and hymnwriter,"I remember that little fellow who said, 'I love God!' Nothing that loves him shall perish. No, they shall not die. I shall meet them soon in heaven. Amen.",25 February 1862,pondering the fate of the souls of intellectually disabled persons
Henry Thomas Buckle,English historian and author,Poor little boys!,29 May 1862,
Turner Ashby,Confederate cavalry commander of the American Civil War,Charge Men! For God's sake charge!,6 June 1862,"before being killed at Harrisonburg, Virginia"
Martin Van Buren,president of the United States,There is but one reliance.,24 July 1862,
Charles Lennox Richardson,English merchant,I know how to deal with these people.,14 September 1862,prior to death in the Namamugi Incident
Jesse L. Reno,Union general of the American Civil War,"Yes, yes, I'm dead—good-by!",14 September 1862,mortally wounded at the Battle of South Mountain
George Dashiell Bayard,Union general of the American Civil War,Tell McClellan that my last regret as a military man is that I did not die serving under him.,14 December 1862,mortally wounded at the Battle of Fredericksburg
Lyman Beecher,American Presbyterian minister,"I have fought a good fight, I have finished my course, I have kept the faith; henceforth there is laid up for me a crown, which God, the righteous Judge, will give me at that day. That is my testimony—write it down.—That is my testimony.",10 January 1863,quoting 2 Timothy 4:7-8
Hiram Gregory Berry,American politician and Union general of the American Civil War,"I am dying, carry me to the rear.",3 May 1863,mortally wounded at the Battle of Chancellorsville
Stonewall Jackson,American and Confederate soldier and general of the American Civil War,Order A.P. Hill to prepare for action! Pass the infantry to the front rapidly! Tell Major Hawks.... Let us cross over the river and rest under the shade of the trees.,10 May 1863,dying of pneumonia after being wounded by friendly fire
John F. Reynolds,Union general of the American Civil War,Forward men forward for God's sake and drive those fellows out of those woods.,1 July 1863,prior to being fatally shot at the Battle of Gettysburg
Isaac E. Avery,Confederate officer of the American Civil War,Tell father that I died with my face to the enemy.,3 July 1863,written on scrap of paper after being mortally wounded at the Battle of Gettysburg
William Barksdale,Confederate general of the American Civil War,"Tell my wife I am shot, but we fought like hell.",3 July 1863,to a Union surgeon after being mortally wounded at the Battle of Gettysburg
Lewis Armistead,Confederate brigadier general of the American Civil War,"Give them the cold steel, boys.",5 July 1863,prior to being mortally wounded at the Battle of Gettysburg
Sam Houston,American soldier and politician,Texas! Texas! Margaret.,26 July 1863,"to his wife, Margaret Lea Houston"
William Lowndes Yancey,"Confederate journalist, politician, orator and diplomat",Sarah.,27 July 1863,calling his wife's name
Fred Lowry,Australian bushranger,Tell them I died game.,30 August 1863,shot in the throat by police
Richard Rowland Kirkland,Confederate soldier,Tell my father I died right.,20 September 1863,mortally wounded at the Battle of Chickamauga
Joseph Henry Green,English surgeon,Congestion. Stopped.,13 December 1863,breathing with difficulty on his deathbed and then taking his own pulse
William Makepeace Thackeray,English novelist,Good night.,24 December 1863,to his valet
Thomas Starr King,American Universalist and Unitarian minister and orator,Dear little fellow—he is a beautiful boy.,4 March 1864,when his young son was brought to see him
Lewis Benedict,American politician and Union colonel of the American Civil War,"Colonel, rally your men and advance as soon as possible.",9 April 1864,before being killed at the Battle of Pleasant Hill
John Sedgwick,Union general of the American Civil War,"Why, my man, I am ashamed of you, dodging that way. They couldn't hit an elephant at this distance. [...] All right, my man; go to your place.",9 May 1864,shortly before being shot in the head by a Confederate sharpshooter
Josiah Quincy III,Mayor of Boston and President of Harvard University,That is true glory. I will hear no more.,1 July 1864,hearing his daughter read to him about Lieutenant Colonel Joseph Bailey saving the Union fleet during the Red River Campaign
James A. Mulligan,Union Army colonel of the American Civil War,"Lay me down, and save the flag!",26 July 1864,mortally wounded at the Second Battle of Kernstown
Park Benjamin Sr.,"American poet, journalist and editor","Why should I not know you, Mary?",12 September 1864,when his wife asked him if he knew her
John Yates Beall,Confederate privateer,I protest against this execution. It is absolute murder—brutal murder. I die in the service and defense of my country.,24 February 1865,hanged as a spy by the Union during the American Civil War
Abraham Lincoln,president of the United States,She won't think anything about it.,15 April 1865,"assuring his wife Mary that their friend Clara would not mind them holding hands, shortly before he was fatally shot from behind"
John Wilkes Booth,American actor and assassin of Abraham Lincoln,"Tell mother, tell mother, I died for my country...useless...useless...",26 April 1865,after being fatally shot by Boston Corbett
Edmund Ruffin,Virginia planter and enslaver,"And now with my latest writing and utterance, and with what will be near my latest breath, I here repeat and would willingly proclaim my unmitigated hatred to yankee rule – to all political, social and business connections with Yankees, and the perfidious, malignant and vile Yankee race.",18 June 1865,conclusion of final diary entry before suicide
Mary Surratt,American boarding house owner,Please don't let me fall.,7 July 1865,prior to execution by hanging after conviction for taking part in the conspiracy to assassinate Abraham Lincoln
Henry John Temple,"3rd Viscount Palmerston, Prime Minister of the United Kingdom",That's Article 98; now go on to the next.,18 October 1865,pondering diplomatic treaties
Henry Wirz,Confederate States Army officer,This is too tight.,10 November 1865,referring to his noose prior to execution for war crimes
Sergey Volkonsky,Russian major general and Decembrist,The Emperor said to me: 'I....',10 December 1865,; he died mid-sentence as he was writing his memoirs
Fredrika Bremer,Swedish writer and feminist reformer,"Ah! my child, let us speak of Christ's love—the best, the highest love!",31 December 1865,
Massimo d'Azeglio,"Italian statesman, novelist and painter","Ah, Luisa, you always arrive just as I'm leaving.",15 January 1866,seeing his estranged wife arrive at his bedside as he died
Thomas Love Peacock,English novelist and poet,"By the Immortal God, I will not move.",23 January 1866,fatally burned while trying to save his library from a fire
Winfield Scott,United States Army general,"James, take good care of the horses.",29 May 1866,
William J. Fetterman,United States Army officer,Give me 80 men and I'll ride through the whole Sioux nation.,21 December 1866,prior to death in the Fetterman Fight
"(""Hombre! Hombre!"") — Maximilian I of Mexico (19 June 1867)",,O man! O man!,19 June 1867,after being shot by firing squad
"(""Cré nom!"") — Charles Baudelaire",French poet,Holy name!,31 August 1867,
Henry Timrod,American and Confederate poet,"Never mind, I shall soon drink of the river of Eternal Life.",7 October 1867,unable to swallow a spoonful of water
Alexander Roberts Dunn ,"Canadian British Army officer, Crimean War Victoria Cross recipient",Run for a Doctor.,25 January 1868,mortally wounded by gunshot under unclear circumstances during hunting expedition near Senafe
Ramón María Narváez,"1st Duke of Valencia, Spanish general and Prime Minister of Spain",I do not have to forgive my enemies. I have had them all shot.,23 April 1868,
Tom Dula,former Confederate soldier,"Gentlemen, do you see this hand? Does it tremble? I never hurt a hair of that girl's head.",1 May 1868,prior to execution by hanging for the murder of Laura Foster
Kit Carson,American frontiersman,Wish I had time for just one more bowl of chili.,23 May 1868,
James Buchanan,president of the United States,"Oh, Lord God Almighty, as thou wilt!",1 June 1868,
Fredrick Henry Beecher,United States Army lieutenant,"I have my death wound, General. I am shot and dying... Yes, Good night... My poor mother.",September 1868,mortally wounded at the Battle of Beecher Island
Hector Berlioz,French composer,One thousand greetings to Balakirev.,8 March 1869,
George Peabody,American financier and philanthropist,"It is a great mystery, but I shall know all soon.",4 November 1869,"""I die for my homeland."" (""Muero por mi patria."") — Francisco Solano López, 2nd president of Paraguay (1 March 1870), after his last stand in the Battle of Cerro Corá"
Marie-Caroline of Bourbon-Two Sicilies,Duchess of Berry,Is not this dying with true courage and true greatness?,16 April 1870,
Charles Dickens,English novelist,Yes. On the ground.,9 June 1870,"to his sister-in-law Georgina Hogarth, who had suggested he lie down after he suffered a stroke"
Robert E. Lee,United States and Confederate States soldier and general,Tell Hill he must come up! Strike the tent!,12 October 1870,
"(""¡Todo mortal!"") — Gustavo Adolfo Bécquer",Spanish Romanticist poet and writer,All mortal!,22 December 1870,in a delirium from fever
Henry Alford,English churchman,Will you tell the Archdeacon?– will you move a vote of thanks for his kindness in performing the ceremony?,12 January 1871,requesting that the Archdeacon participate in his funeral
Alice Cary,American poet,I want to go away.,12 February 1871,
James Osgood Andrew,"American bishop of the Methodist Episcopal Church, South",God bless you all!,2 March 1871,
"(""Jag befinner mig mellan himmel och jord och tycker mig omgiven av idel ljus. Kyss mig ännu em sista gång! Om jag brustit i mina plikter mot dig","så förlåt mig."") — Lovisa, Queen of Sweden and Norway","I am positioned between Heaven and Earth and feel like I am surrounded by nothing but light. Kiss me one last time! If I have failed in my duties toward you, then forgive me.",30 March 1871,
Edward Thompson Taylor,American Methodist minister,"Why, certainly, certainly!",6 April 1871,when a friend asked him if Jesus was precious
Frederick Denison Maurice,English Anglican theologian and author,"The knowledge of the love of God—the blessing of God Almighty, the Father, the Son and the Holy Ghost be amongst you—amongst us—and remain with us forever.",1 April 1872,
William H. Seward,United States Secretary of State,"Nothing, only 'love one another'.",10 October 1872,when asked if he had any final words
Agustín Morales,president of Bolivia,"You to me, Federico?",27 November 1872,speaking to Federico La Faye before being shot by the latter
"(""Minä elän"") — Aleksis Kivi",Finnish author and poet,I live.,31 December 1872,
"(""N'est-ce pas","Henri, que nous n'avons pas été lâches à Sedan?"") — Napoleon III, Emperor of the French","We were not cowards at Sedan, were we?",9 January 1873,"speaking to his doctor, Henri Conneau"
Thomas Guthrie,Scottish divine and philanthropist,Stand up for Jesus in all circumstances.,24 February 1873,
David Livingstone,"Scottish physician, explorer and Christian missionary",Build me a hut to die in. I am going home.,1 May 1873,
Samuel Wilberforce,Anglican bishop,There is no such thing as sudden death to a Christian.,19 July 1873,
"(""Le jeu est fini."") — Louis Agassiz",Swiss-American biologist and geologist,The play is finished.,14 December 1873,
Jules Michelet,French historian,"Linen, doctor? You speak of linen? Do you know what linen is? The linen of the peasant, of the worker? Linen is a great thing. I want to make a book of it.",9 February 1874,rambling before his death
John Bachman,"American Lutheran minister, social activist and naturalist",I love her—I love you all.,24 February 1874,referring to a relative
Millard Fillmore,president of the United States,The nourishment is palatable.,8 March 1874,referring to soup he had eaten
Charles Sumner,American statesman and United States Senator,Sit down.,11 March 1874,"to Samuel Hooper, his former father-in-law"
Charles Kingsley,"English priest, university professor and author","Thou knowest, O Lord, the secrets of our hearts; shut not Thy merciful ears to our prayer, but spare us, O Lord most holy, O God most mighty, O holy and merciful Saviour, Thou most worthy Judge Eternal, suffer us not at our last hour, from any pains of death, to fall from Thee.",23 January 1875,quoting from the Burial Service in the Book of Common Prayer
Edward Sugden,"1st Baron St Leonards, British lawyer, judge and politician",This is the happiest day I have ever experienced on earth. I shall soon be where the wicked cease from troubling and the weary are at rest.,29 January 1875,
Georges Bizet,French composer,I am in a cold sweat. Is it the sweat of death? How are you going to tell my father?,3 June 1875,
Andrew Johnson,president of the United States,"Oh, do not cry. Be good children, and we shall meet in heaven.",31 July 1875,
Hans Christian Andersen,Danish children's author,Don't ask me how I am! I understand nothing more.,4 August 1875,
Gabriel García Moreno,President of Ecuador,God does not die!,6 August 1875,
William Backhouse Astor Sr.,American business magnate,"I might have lived another year if I had not caught this cold, but I am satisfied to go now. I am eighty-four years old—long past the allotted time of man—and at my age, life becomes a burden.",24 November 1875,
"(""Jag är så lycklig."") — Josephine",Queen of Sweden and Norway,I am so happy.,7 June 1876,
George Sand,French novelist,"Farewell, I am going to die. Goodbye Lina, goodbye Maurice, goodbye Lolo, good ...",8 June 1876,
George Armstrong Custer,United States Army officer,"Orderly, I want you to take a message to Colonel Benteen. Ride as fast as you can and tell him to hurry. Tell him it's a big village and I want him to be quick, and to bring the ammunition packs.",25 June 1876,to Sergeant Charles Windolph prior to the Battle of the Little Bighorn
Boston Custer,"United States Army civilian contractor, brother of George Armstrong Custer and Thomas Custer",Where's the General?,25 June 1876,asking about the location of his brother George prior to his death at the Battle of the Little Bighorn
George David Cummins,"American Anglican bishop, founder of the Reformed Episcopal Church",Jesus! precious Saviour!,26 June 1876,
"(""Adeus","acabou o martírio!"") — Inocêncio Francisco da Silva, Portuguese bibliographer","Farewell, the martyrdom is no more!",27 June 1876,
"(""Graças a Deus."") — João Carlos de Saldanha Oliveira e Daun","1st Duke of Saldanha, Portuguese statesman",Thanks be to God.,18 November 1876,
Walter Bagehot,"British journalist, businessman and essayist",Let me have my own fidgets.,24 March 1877,declining help rearranging his pillows
William Augustus Muhlenberg,American Episcopal clergyman and educator,Good morning.,8 April 1877,to a friend who had entered the room
John Lothrop Motley,American author and diplomat,"I am ill — very ill, I shall not recover.",29 May 1877,
Brigham Young,American religious leader and politician,Joseph! Joseph! Joseph!,29 August 1877,referring to Joseph Smith
"(""もう、ここらでよか"") — Takamori Saigo",Japanese general,I'm fine here now,24 September 1877,a word of surrender for Satsuma Rebellion
Edwin Adams,American stage actor,"Good-bye Mary, good-bye forever.",28 October 1877,to his wife
Oliver P. Morton,Governor of Indiana and United States Senator,"I am dying, I am worn out.",1 November 1877,
Pope Pius IX (7 February 1878),,Guard the Church I loved so well and sacredly.,7 February 1878,
Claude Bernard,French physiologist,"This time it will serve me for the voyage from which there is no return, the voyage of eternity.",10 February 1878,when a cover was placed to warm his feet
Catharine Beecher,American educator,I hope to be in Phil. in about ten days. I am stronger than for yrs. but take no new responsibilities.,12 May 1878,; last written words
William Cullen Bryant,"American poet, journalist and editor",Whose house is this? What street are we in? Why did you bring me here? Would you like to see Miss Fairchild?,12 June 1878,He had fallen and hit his head on the sidewalk; Miss Fairchild was his niece
Charles Hodge,American Presbyterian theologian,My work is done. The pins of the tabernacle are taken out.,19 June 1878,
Sam Bass,American train robber and outlaw,Let me go... The world is bobbing around me.,21 July 1878,mortally wounded in gun battle with Texas Rangers
John Howard Raymond,American educator,How easy — how easy — how easy to glide from work here to the work ——,14 August 1878,
Princess Alice of the United Kingdom,daughter of Queen Victoria,I will sleep quietly now.,14 December 1878,
Bayard Taylor,"American poet, literary critic, translator, travel author and diplomat","I want, oh, you know what I mean, the stuff of life.",19 December 1878,
"(""¿Rendirme? ¡Que se rinda su abuela","carajo!"") — Eduardo Abaroa, Bolivian hero of the War of the Pacific","Surrender? Your grandmother should surrender, you bastard!",23 March 1879,responding to Chilean forces asking him to surrender
Frances Ridley Havergal,English religious poet and hymnwriter,He.,3 June 1879,"possibly trying to say ""He died for me."""
Kate Webster,Irish murderer,"Lord, have mercy upon me.",29 July 1879,"prior to execution by hanging""I suppose it had to come to this. Such is life."" — Ned Kelly, Australian bushranger and convicted police murderer (11 November 1880), prior to execution by hanging"
George Eliot,English novelist,Tell them I have a great pain in my left side.,22 December 1880,
Charlie Bowdre,"American cowboy and outlaw, associate of Billy the Kid",I wish...I wish...,23 December 1880,shot dead in an ambush
Thomas Carlyle,Scottish philosopher and author,So this is death … well … ,5 February 1881,
Alexander II of Russia (13 March [O.S. 1 March] 1881),,"I am sweeping through the gates, washed in the blood of the Lamb.",13 March [O.S. 1 March] 1881,bleeding to death after being wounded by nihilist bomb
Benjamin Disraeli,Prime Minister of the United Kingdom,"No, it is better not. She will only ask me to take a message to Albert.",19 April 1881,declining a visit from Queen Victoria
Ludwig von Benedek,Austrian general,Relieved to hear that you feel better. I had a very bad night—am now stronger. Your poor Louis.,27 April 1881,writing to his wife
"(""¿Quién es? ¿Quién es?"") — Billy the Kid",American outlaw and gunfighter,Who is it? Who is it?,14 July 1881,entering a dark bedroom whereupon sheriff Pat Garrett shot him after recognizing his voice
Arthur Penrhyn Stanley,", English Anglican priest and ecclesiastical historian","I wish Vaughan to preach my funeral sermon, because he has known me longest.",18 July 1881,; final recorded words
James A. Garfield,president of the United States,"Oh, Swaim, this terrible pain. Press your hand on it. Oh, Swaim. Oh, Swaim, can't you stop this?",19 September 1881,to General David G. Swaim
Morgan Earp,American lawman,I can't see a damned thing.,18 March 1882,to his brother Wyatt; the brothers had each promised to describe to the other what he saw at the moment of death
Henry Wadsworth Longfellow,American poet,"Now I know that I must be very ill, since you have been sent for.",24 March 1882,to his sister
Jesse James,American outlaw,That picture is awful dusty.,3 April 1882,examining a picture on his wall before being murdered by Robert Ford
Dante Gabriel Rossetti,"English poet, translator and artist",Then you really think I am dying? At last you think so. But I was right from the first.,9 April 1882,
Charles Darwin,English naturalist and evolutionary,I am not in the least afraid to die.,19 April 1882,
Ralph Waldo Emerson,"American author, philosopher and transcendentalist","O, that beautiful boy!",27 April 1882,
William Barton Rogers,founder and first president of the Massachusetts Institute of Technology,"As I stand here today and see what the Institute is, what it has already accomplished, and what it is at present doing, I call to mind the beginnings of science. I remember that one hundred and fifty years ago Stephen Hales published a pamphlet on the subject of illuminating gas, in which he stated that his researchers had demonstrated that 128 grains of bituminous coal —",30 May 1882,while giving a commencement address
Charles J. Guiteau,assassin of President James A. Garfield,Glory hallelujah! I am going to the Lordy! I come! Ready! Go!,30 June 1882,"at the conclusion of reading his poem ""I am Going to the Lordy"" prior to his hanging"
Edward Bouverie Pusey,"English churchman, Regius Professor of Hebrew at the University of Oxford",My God!,16 September 1882,
Thurlow Weed,American newspaper publisher and politician,I want to go home.,22 November 1882,
Guglielmo Oberdan,"Italian irredentist, executed at Trieste after a failed attempt to assassinate Austrian Emperor Franz Joseph",Viva Italia!,20 December 1882,
George Miller Beard,American neurologist,"I should like to record the thoughts of a dying man for the benefit of science, but it is impossible.",23 January 1883,
"(""Mir ist sehr schlecht."") — Richard Wagner",German composer,I feel very badly.,13 February 1883,
"(""Hinaus! Letzte Worte sind für Narren","die noch nicht genug gesagt haben."") — Karl Marx, political theorist","Go on, get out! Last words are for fools who haven't said enough!",14 March 1883,when asked by his housekeeper about his last words
William Farr,British epidemiologist,"Lord, receive my spirit.",14 April 1883,
Charles Reade,English novelist and dramatist,"Amazing, amazing glory! I am having Paul's understanding.",11 April 1884,"referring to 2 Corinthians 12:1-4, which he had been discussing with a relative"
Thomas Gold Appleton,"American writer, artist and art patron, brother-in-law of Henry Wadsworth Longfellow",How interesting this all is! It will be a new experience.,17 April 1884,
Judah P. Benjamin,American and Confederate politician and English barrister after the American Civil War,What I require is warmth—will it never come?,6 May 1884,in a letter
Marie Bashkirtseff,Russian artist and diarist,We shall go out together.,31 October 1884,looking at a candle beside her deathbed
Robert Emmet Odlum,American swimming instructor,Am I spitting blood?,19 May 1885,after being fatally injured in dive off Brooklyn Bridge; a friend falsely reassured him that the fluid was only brandy
"(""En moi c'est le combat du jour et de la nuit."") — Victor Hugo",French novelist,This is the fight of day and night. I see black light.,22 May 1885,
Ulysses S. Grant,president of the United States,Water.,23 July 1885,when asked if he wanted anything while dying of throat cancer
Moses Montefiore,", British financier, banker and philanthropist",Thank God! Thank Heaven!,28 July 1885,dying at age 100
Emil Zsigmondy,Austrian mountain climber,It doesn't seem to go!,6 August 1885,referring to route on south face of the Meije prior to falling to his death
Richard Monckton Milnes,"1st Baron Houghton, FRS, English poet and politician",My exit is the result of too many entrées.,11 August 1885,
Alfonso XII,King of Spain,I don't deserve to be cared for as you have cared for me. I know that when I have gone you will care for Spain as I have myself.,25 November 1885,
Thomas A. Hendricks,Vice President of the United States,At rest at last. Now I am free from pain.,25 November 1885,
William Henry Vanderbilt,American multimillionaire,I have had no real gratification or enjoyment of any sort more than my neighbor on the next block who is worth only half a million.,8 December 1885,
John Bartholomew Gough,American temperance orator,"Young man, keep your record—",18 February 1886,"The inaudible final word may have been ""clean"""
Emily Dickinson,American poet,"I must go in, for the fog is rising. (when offered a drink of water) Oh, is that all it is?",15 May 1886,
Samuel J. Tilden,American politician,Water.,4 August 1886,suffering from thirst
Henry Ward Beecher,American clergyman,Now comes the mystery.,8 March 1887,
Doc Holliday,American gambler and gunfighter,Damn. This is funny.,8 November 1887,after a nurse refused him a whiskey
George Engel,German-born American labor union activist,Hurrah for anarchy!,11 November 1887,prior to hanging after Haymarket affair
Adolph Fischer,German-born American labor union activist and anarchist,This is the happiest moment of my life!,11 November 1887,prior to hanging after Haymarket affair
Albert Parsons,American anarchist leader,"Will I be allowed to speak, O men of America? Let me speak, Sheriff Matson! Let the voice of the people be heard! O—",11 November 1887,during hanging after Haymarket affair; interrupted by opening of gallows trapdoor
Edward Lear,English nonsense poet,"I did not answer the letters of my friends because I could not write, as no sooner did I take a pen in my hand than I felt as if I was dying.",29 January 1888,
Amos Bronson Alcott,"American teacher, writer, philosopher and reformer",I am going up. Come with me.,4 March 1888,"to his daughter, Louisa May Alcott"
