quote,is_criminal
mom i hope you have a good day at work and i love you very much,0.0
we are holding our own,0.0
february,1.0
,1.0
thank you,0.0
have fun,0.0
may,1.0
an olive with a pit,1.0
do not disturb my circles,0.0
oohee i can feel that,1.0
i am not mistaken surely in believing you to have been formerly my fellowsoldier,0.0
,1.0
,1.0
november,1.0
hold the cross high so i may see it through the flames,1.0
i offer to thee o lord thy own son who already has given the pledge of love inclosed in this thin emblem turn on him thine eyes oh behold whom i offer to thee and then desist o lord if thou canst desist from mercy,0.0
lord into thy hands i commend my spirit,0.0
john dont let the awkward squad fire over me,0.0
july,0.0
february,1.0
they sweat in extremes for fear of the unwarlike i am dying undisturbed,1.0
january,1.0
november,1.0
march,1.0
uh oh,0.0
im going to hold these guys off as long as i can ill see you later,0.0
july,1.0
february,1.0
finally i would like to thank everyone who has supported me so far i am not sure how much more i can do as i am not very confident about my health probably due to my lifestyle when i was younger but i will try my best to create more interesting pieces of work so please continue to support me,0.0
,1.0
to the general secretary of the arab league in cairo i lay full blame on your shoulders for leaving my soldiers in the zenith of victory without aid or weaponry abd alqadir alhusayni,0.0
october,1.0
hullo,0.0
not my will but thine be done,0.0
how slow my death agony is,0.0
november,0.0
,1.0
our destiny is to build a better future for our countries a safe future for our children we have to give them something better than we inherited,0.0
august,0.0
,1.0
when youve been in the mountains for many years you may forget that its not a mans world every day i have to remember that this is not a world for man this is the only sure way to approach it otherwise its like when a boxer lets his guard down it can stop very quickly,0.0
may,1.0
september,0.0
yes my friend but its from the cold,1.0
,1.0
aloha,0.0
november,1.0
all right go ahead,0.0
do not blame anyone its my fault,0.0
death to fascism freedom to the people,1.0
march,0.0
,1.0
june,1.0
i am dying sir of a hundred good symptoms,0.0
welcome the cross of christ welcome everlasting life,1.0
charge,0.0
it is better to perish here than to kill all these poor beans,0.0
march,0.0
thou my dear son set thee now beside me and i will deliver thee true instructions my son i feel that my hour is coming my countenance is wan my days are almost done we must now part i shall to another world and thou shalt be left alone in all my wealth i pray thee for thou art my dear child strive to be a father and a lord to thy people be thou the childrens father and the widows friend comfort thou the poor and shelter the weak and with all thy might right that which is wrong and son govern thyself by law then shall the lord love thee and god above all things shall be thy reward call thou upon him to advise thee in all thy need and so shall he help thee the better to compass that which thou wouldest,0.0
november,1.0
september,1.0
april,0.0
june,0.0
,1.0
my god forsake me not,0.0
november,0.0
sister youre trying to keep me alive as an old curiosity but im done im finished im going to die,0.0
,1.0
every important thing a man searches for in his life i found in coach lombardi he made us men,0.0
damn,0.0
,1.0
ah poor humpback thy many long years are at last conveying thee to the tomb thou shalt soon see the palace of pluto,0.0
we are running on line north and south,0.0
mozart mozart,0.0
december,1.0
go ahead we will get into one of the other boats,0.0
,1.0
promise me you will never again marry an old man,0.0
august,1.0
nobody move please we are going back to the airport dont try to make any stupid moves,0.0
january,1.0
allah is the greatest allah is the greatest,0.0
january,1.0
youre a lifesaver andy,0.0
may,1.0
i die a martyr and willingly my soul shall mount up to heaven in this chariot of smoke,1.0
april,1.0
so this is what it is like to die it takes a long time,0.0
you have destroyed the beauty of the world,0.0
no somebodys calling medical and we cant get a doc,0.0
october,1.0
june,1.0
september,1.0
dear team well my time has come i am eager to rejoin joan and eleanor before i go i wanted to let you know how much you mean to me never has a public servant had a better group of people working at their side together we have accomplished so much and i know you will keep up the good fight joe in the white house certainly helps i always knew it would be okay if i arrived some place and was greeted by one of you my best to all of you,0.0
hurry if anything remains for me to do,0.0
february,0.0
depression many thanks to all my friends many thanks to professor felice liehmak cheungs last psychiatrist this year has been so tough i cant stand it anymore many thanks to tong tong nickname for cheungs boyfriend daffy tong many thanks to my family many thanks to sister fei in my life i have done nothing bad why does it have to be like this,0.0
fie sic here love yous,0.0
telephone and say that they must still enlarge italways larger broader more universalits the only means of saving the world,0.0
,1.0
give my love to my family and friends,1.0
i thank you for all your faithful services god bless you,0.0
may,1.0
waiting gods leave to die,0.0
homage to amitbha buddha,0.0
oh whats the bloody point,0.0
hotel im going into the water,0.0
you only live so long,0.0
december,0.0
i am now ready to die lord forsake me not now my strength faileth me but grant me mercy for the merits of my jesus and now lordlord now receive my soul,0.0
december,1.0
you see this is how you die,0.0
,1.0
january,1.0
june,1.0
i feel great,0.0
august,1.0
for the name of jesus and the protection of the church i am ready to embrace death,0.0
june,1.0
,1.0
help help me my dear,0.0
stopi turn home im bored im bored,0.0
may,1.0
july,0.0
thanks for your help have a great day,0.0
draw thy sword and thrust me through therewith lest these uncircumcised come and thrust me through and abuse me,0.0
,1.0
hold your tongue your wretched chatter disgusts me,1.0
carol i am so sorry for this i feel i just cant go on i have always tried to do the right thing but where there was once great pride now its gone i love you and the children so much i just cant be any good to you or myself the pain is overwhelming please try to forgive me cliffj clifford baxter,0.0
dont cry for me for i go where music is born,0.0
none but christ none but christ,1.0
god help me allah madad for i am innocent,1.0
may,0.0
january,0.0
everythings going to be all right old boy,0.0
put that bloody cigarette out,0.0
front your time and kakuei tanakas era will come eventually politics must not be pampering to the people ill leave the rest to you,0.0
,1.0
spain my god,0.0
august,1.0
february,1.0
yes sir i would like to say to all of youthe thornton family and jerry deans family that i am so sorry i hope god will give you peace with this baby i love you ron give peggy a hug for me everybody has been so good to me i love all of you very much i am going to be face to face with jesus now warden baggett thank all of you so much you have been so good to me i love all of you very much i will see you all when you get there i will wait for you,1.0
i am making my last effort to return that which is divine in me to that which is divine in the universe,0.0
come we are going for our people,0.0
im going to be with gloria now,0.0
,1.0
stopping for a beer be there when i can,0.0
,1.0
march,1.0
o my mother how deep will be thy sorrow at the news of this day,1.0
that is enough to last till i get to heaven,0.0
june,1.0
february,1.0
well if it must be so,0.0
february,0.0
thank god since i came to mans estate i have never intentionally done wrong to anyone,0.0
scotland is a country not a county,0.0
i hope never again to commit a mortal sin nor even a venial one if i can help it,0.0
strike here level your rage against the womb which gave birth to such a monster,0.0
with all my heart i would fain be reconciled to my stomach which no longer performs its usual functions,0.0
december,1.0
september,1.0
the waters dark green and i cant see a bloody thing hallo the bow is up im going im on my back im gone,0.0
july,0.0
february,0.0
youre the only one i like,0.0
,1.0
,1.0
,1.0
september,0.0
is this dying is this all is this all that i feared when i prayed against a hard death oh i can bear this i can bear it i can bear it i am going where all tears will be wiped from my eyes,0.0
watch out please,0.0
how shameful it is that i who could not die in so many battles should have been saved for the ignominious death of a cow at least clothe me in my impenetrable breastplate gird me with my sword place my helmet on my head my shield in my left hand my gilded battleaxe in my right that i the bravest of soldiers may die like a soldier,0.0
its too late we cant win theyve gotten too powerful,0.0
let no one weep for me or celebrate my funeral with mourning for i still live as i pass to and fro through the mouths of men,0.0
adios,1.0
goodbye all goodbye it is gods way his will be done,0.0
october,0.0
i butted him,0.0
november,1.0
hit the water hit the water hit the water,0.0
there does not seem to be anything to do,0.0
ungrateful traitors,0.0
february,0.0
october,1.0
,1.0
they demand from me to kill the children of my nation with my own hands there is nothing left for me but to die,0.0
here lies one whose name was written in hot water,0.0
ow fuck,0.0
it is not my design to drink or to sleep but my design is to make what haste i can to be gone,0.0
jeb just remember whatever happens happens,0.0
doctor you have science i have faith,0.0
,1.0
february,1.0
i have seen the glories of the world,0.0
lord jesus receive me,1.0
my post is here i cant leave it until ordered,0.0
february,1.0
,1.0
my dear one with whom i lived in love so long make room for me for this is my grave and in death we shall not be divided,0.0
september,1.0
june,1.0
no thanks for everything,0.0
fear not true pharisees but greatly fear painted pharisees,0.0
ive got your back,0.0
june,1.0
never again allow a woman to hold the supreme power in the state and be careful not to allow eunuchs to meddle in government affairs,0.0
if i had strength to hold a pen i would write down how easy and pleasant a thing it is to die,0.0
you speak truth all is finished now glory to god,0.0
i feel pain here,0.0
october,1.0
oh would to god i had never reigned oh that those years i have spent in my kingdom i had lived a solitary life in the wilderness oh that i had lived alone with god how much more secure should i now have died with how much more confidence should i have gone to the throne of god what doth all my glory profit but that i have so much the more torment in my death,0.0
june,0.0
he has indeed been a precious christ to me and now i feel him to be my rock my strength my rest my hope my joy my all in all,0.0
september,1.0
what do you think im gonna do blow my brains out,0.0
when i have your wounded,0.0
,1.0
december,1.0
september,1.0
january,0.0
better to suffer and to die than to lose one shade of my moral and political character,1.0
fuck you,0.0
drink to me drink to my health you know i cant drink anymore,0.0
how nice if i were to die now i would be happy,0.0
it has all been most interesting,0.0
goodbye everybody,0.0
february,1.0
what dost thou here thou cruel beast,0.0
april,0.0
september,1.0
july,1.0
,1.0
oh you young people act like old men you are no fun,0.0
july,1.0
for the sake of decency gentlemen dont hang me high,1.0
death is so boring so slow one only waits for it,0.0
may,0.0
this to the fair critias,1.0
march,0.0
i love you very much my dear beaver,0.0
the taste of death is upon my lips i feel something that is not of this earth,0.0
april,0.0
,1.0
may,1.0
july,0.0
december,1.0
it was a foreign virus ive got a bounce backability but this time i dont seem to be bouncing backso many women so little time,0.0
my lord died innocent of all crimes for my sins and shall not i willingly give my soul for the love of him,1.0
december,1.0
you brothers must get along like fish and water and never fight each other for titles if not you will surely become the laughingstock of our neighbors,0.0
june,0.0
it is no use fighting death any more,0.0
swing low sweet chariot,0.0
i had him by the throat but the bastard shot me,0.0
death to fascism freedom to the people,1.0
oh lord forgive the errata,0.0
goodnight my kitten,0.0
december,0.0
july,0.0
march,0.0
september,1.0
begone satan,0.0
february,1.0
shit,0.0
pardon for the prisoners bonchamps commands it,0.0
farewell and remember me,0.0
if you survive never forget what is happening here give evidence write and rewrite keep alive each word and each gesture each cry and each tear,0.0
,1.0
please put out that light james,0.0
the covenant which i took i own it and adhere to it bishops i do not care for them i never intended to advance their interests,1.0
i jumped near the entrance to the dam,0.0
june,1.0
july,0.0
im staying here in any case i can swim to australia if i have to,0.0
are you all right,0.0
death is the great key that opens the palace of eternity,0.0
always always water for me,0.0
they couldnt hit an elephant at this distance all right my man go to your place,0.0
may,1.0
i dont feel well,0.0
november,0.0
august,1.0
am i a sheep,0.0
give the boys a holiday,0.0
ive got to get out im out of control,0.0
january,1.0
i dont think two people could have been happier than we have been,0.0
monday jan am to anyone can help us we have been abandoned on agincourt reef by mv outer edge jan pm please help us to rescue us before we die help,0.0
here i am finally here i am at the end of the tumultuous career that whatever my repugnance i have kept to for so long my troubles will soon be over and my true happiness is coming since i have all confidence in the mercy of my god i willingly leave this world where i have been thought happy in that i have had public admiration been respected by great esteemed kings i cant say that i regret all these honorsits just that they add up to vanity and trouble,0.0
ive made peace with god tell my family that i love them,0.0
i have got that woman we are all right,0.0
aint they darlin,1.0
ah shit,0.0
i take god to record upon my soul that i would not exchange this scaffold with the palace or mitre of the greatest prelate in britain the covenants the covenants shall yet be scotlands reviving,1.0
,1.0
,1.0
june,0.0
i was going too fast for the conditions it was entirely my own fault i am sorry,0.0
,1.0
water,0.0
do not disturb my circles,0.0
i am about to die for a murder that i did not commit that someone else committed i love the lord and hope that god takes me into his kingdom and goodbye mother,1.0
february,0.0
that was the right prayer,0.0
i have lost this fight but i leave with honour i love this country i love this nation strive for their wellbeing i depart without rancour towards you i wish you i wish you,1.0
do i look all right give me my brush and my makeup,0.0
august,1.0
dont lift me,0.0
i desire that whatever merits i may have gained by good works may fall upon other people may i be born again with them in the heaven of the blessed be admitted to the family of mile and serve the buddha of the future who is full of kindness and affection when i descend again upon earth to pass through other forms of existence i desire at every new birth to fulfill my duties toward buddha and arrive at the end to the highest perfect intelligence,0.0
june,1.0
i cannot bear that any misunderstanding should subsist between you and those who have for so many years shared in my toils and been the companions of my glory,0.0
i hope and pray that all the new and reopened wounds will be healed quickly after my passing my death is the lords will and i am now with my lord and savior jesus christ in heaven,1.0
november,1.0
i love you bettybetty,0.0
october,0.0
i am going to the inevitable,0.0
,1.0
,1.0
july,1.0
dont worry i can do it i can get to land,0.0
november,1.0
but the peasantshow do the peasants die,0.0
if youre not outraged youre not paying attention,0.0
i am sorry to have been so much trouble i shall never forget what you have done for me,0.0
,1.0
,1.0
april,1.0
july,0.0
october,1.0
june,0.0
well the lord is going to get another one,1.0
i am going,0.0
april,1.0
march,0.0
what happened it got me in the thigh,0.0
,1.0
yes my dear robert you are,0.0
may,1.0
mine eyes desire thee only farewell,0.0
,0.0
,1.0
i just want everybody to know that i think the prosecutor and bill scott a fellow inmate who testified against ellis are some sorry sobs,1.0
december,0.0
march,0.0
well ive got to be alive for it havent i,0.0
god damn you,0.0
im so tired,0.0
january,1.0
november,0.0
october,1.0
never,0.0
may,1.0
remember keep the right wing strong,0.0
when i am buried carry my windingsheet on the point of a spear and say these words behold the spoils which saladin carries with him of all his victories realms and riches nothing remains to him but this,0.0
march,1.0
march,0.0
excuse my dust,0.0
july,0.0
i look forward to taking that off,0.0
january,0.0
,1.0
i think ill be more comfortable,0.0
for catalonia,1.0
april,0.0
,1.0
no im going to kill more people,0.0
yeah the only statement i want to make is that i am an innocent man convicted of a crime i did not commit i have been persecuted for years for something i did not do from gods dust i came and to dust i will return so the earth shall become my throne i gotta go road dog i love you gabby turning towards his exwife and the crowd i hope you rot in hell bitch i hope you fucking rot in hell you bitches i hope you all fucking rot cunts lethal injection starts that is it,1.0
i have a terrific headache,0.0
may,1.0
jesus jesus jesus,0.0
okay air speeds alive engines are stabilized powers set for departure fuels even kinda balanced one hundred knots v rotate v plus ten positive rate watch out watch out watch out,0.0
take good care of your mother your brother and sisters tell them to live up to our name god bless you my son,1.0
life is wonderful i am wonderful,0.0
july,1.0
it is stuffy sticky and rainy here at present but forecasts are more favourable,0.0
o come in glory i have long waited for thy coming let no dark cloud rest on the work of the indians let it live when i am dead welcome joy,0.0
,1.0
im not afraid any more,0.0
august,0.0
,1.0
now is not the time for making new enemies,0.0
may,1.0
yes if it be his will i shall obey it willingly but were he to let me stay with you a little longer till i have resolved a problem about the origin of the soul i would gladly accept the boon for i do not know whether anyone will work it out when i am gone if i could but eat i think i should pick up a little strength i feel no pain in any part of my body only i cannot retain nourishment and that exhausts me,0.0
,1.0
free leonard peltier,0.0
,1.0
september,0.0
god bless you,0.0
help me out of here ive got to get out of here,0.0
,1.0
this must be an awful bore for you,0.0
lord,0.0
november,1.0
october,0.0
looks like hes gonna try and take another vehicle here well see if they block him in there looks like theyve got him blocked in there but he did get aaaah,0.0
there is no way words can express how sorry i am for taking the lives of my babies now i can be with my babies as i always intended i love you my babies,1.0
april,0.0
october,1.0
january,1.0
that was no good that was no good at all,0.0
september,1.0
february,1.0
june,0.0
im guilty i murdered that man,1.0
june,1.0
december,1.0
december,1.0
i desire to die and be with christ,0.0
my god ned help me im on fire,0.0
october,0.0
may,0.0
i am free and the subject of a free state,0.0
december,1.0
may,0.0
august,1.0
extremely well and as became the descendant of so many kings,0.0
now i am about to take my last voyage a great leap in the dark,0.0
june,0.0
i think it better to conclude in good time and in erect bearing a life in which intellectual labour meant the purest joy and personal freedom the highest good on earth,0.0
january,0.0
november,1.0
,1.0
september,1.0
,1.0
june,0.0
,1.0
this is my will and my final message if these words reach you know that israel has succeeded in killing me and silencing my voice first peace be upon you and allahs mercy and blessings allah knows i gave every effort and all my strength to be a support and a voice for my people ever since i opened my eyes to life in the alleys and streets of the jabaliya refugee camp my hope was that allah would extend my life so i could return with my family and loved ones to our original town of occupied asqalan almajdal but allahs will came first and his decree is final do not forget gaza and do not forget me in your sincere prayers for forgiveness and acceptance,0.0
april,0.0
august,1.0
let all brave prussians follow me,0.0
the meager satisfaction that man can extract from reality leaves him starving,0.0
running out of air,0.0
,1.0
dont cry for me im going to be with your father now,0.0
september,0.0
june,1.0
i told u i was hardcore u are so fucking stupid,0.0
i humbly extend my sincerest of apologies to the families i senselessly wronged and deprived of their loved ones the families of dominique hurd jerrell jenkins cecil boren michael greenwood i was more than wrong the crimes i perpetrated against you all was senseless extremely hurtful and inexcusable i humbly beg you your forgiveness and pray you find the peace healing and closure you all deserve im not the person i was ive been transformed some things cant be undone i seek forgiveness,1.0
i am still alive,0.0
all the damn fool things you do in life you pay for,0.0
september,1.0
may,0.0
,1.0
i did not mean to be killed today je ne veux point tre tu aujourdhui,0.0
,1.0
june,0.0
april,0.0
i know that it will be well with me,0.0
may,0.0
july,0.0
it is a cold bath you give me,0.0
march,1.0
the important thing is knowing how to live learn a lesson from my mistakes i had too much power before i knew how to use it and it defeated me in the end it drove all sweetness out of my life except the affection of my children my trouble was i was born too late for the last generation and too early for this one if you want to be happy live in your own time,0.0
heaven has turned against me no wise ruler arises and no one in the empire wishes to make me his teacher the hour of my death has come,0.0
our lady of embrun my good mistress help me,0.0
i shall be happy,0.0
,1.0
had i known,0.0
you can be a king or a street sweeper but everyone dances with the grim reaper,1.0
these o cephalon are the wages of a kings love,0.0
february,0.0
wouldnt it be lovely if i could just go to sleep and not wake up again,0.0
june,0.0
june,1.0
,1.0
it is nothing it is nothing,0.0
,1.0
there she goes,0.0
august,1.0
january,0.0
june,0.0
im going but im going in the name of the lord,0.0
may,1.0
im ready its been a while,0.0
,1.0
atlanta this is seven niner xray id like to deviate south weather,0.0
this is a struggle which all men must go through and which i bear not only with patience but with willingness,1.0
april,0.0
,1.0
i cant anymore,0.0
may,0.0
,1.0
im suffocating im suffocating im suffocating im suffocating im suffocating im suffocating im suffocating,1.0
june,1.0
,1.0
here olena teliha was sitting until she was shot,1.0
i love you,0.0
pray to god for me,0.0
do you know where i can get any shit,0.0
i have loved my german people and my fatherland with a warm heart i have done my duty by the laws of my people and i am sorry my people were led this time by men who were not soldiers and that crimes were committed of which i had no knowledge germany good luck,1.0
as no document mentions me and no indication or evidence reaches me they only have speculation or invent intermediaries i never sold myself and its proven,0.0
,1.0
lord jesu,0.0
im all finished give them hell,0.0
february,0.0
february,1.0
edwards mayday seven seven twobailing out,0.0
september,1.0
march,0.0
may,1.0
january,1.0
august,1.0
january,1.0
november,0.0
,1.0
dont mess with my money,0.0
no,1.0
,1.0
theres nothing more to say its all in the film,0.0
november,0.0
,1.0
so many people who knew the condition of amritsar say i did rightbut so many others say i did wrong i only want to die and know from my maker whether i did right or wrong,0.0
and where do you come from,0.0
june,0.0
august,0.0
april,1.0
i do blessmay jesus and mary bless rule and govern,0.0
the bastards tried to come over me last night i guess they didnt know i was a marine,0.0
to my friends my work is done why wait ge,0.0
go away im all right,0.0
je crandrais de ne pas mpriser assez la vie some dreams of humanity qui me dchirent plutt quils me consolent,0.0
april,1.0
may,1.0
march,1.0
you are being as thorough as possible as you try to kill me how twisted is this you worship death dont you lets do this shit,1.0
march,1.0
june,1.0
make my skin into drumheads for the bohemian cause,0.0
let us complete the service of offering the rest of holy mass i will celebrate elsewhere,1.0
march,1.0
i love you sleep well my sweetheart please dont worry too much,0.0
july,1.0
the baron says these things i know what i am doing here with my collection of papers it isnt worth a nickel to two guys like you or me but to a collector it is worth a fortune it is priceless i am going to turn it over to turn your back to me please henry i am so sick now the police are getting many complaints look out i want that gnote look out for jimmy valentine for he is an old pal of mine come on come on jim ok ok i am all through cant do another thing look out mamma look out for her you cant beat him police mamma helen mother please take me out i will settle the indictment come on open the soap duckets the chimney sweeps talk to the sword shut up you got a big mouth please help me up henry max come over here frenchcanadian bean soup i want to pay let them leave me alone,0.0
you know its people like you who put peace officers in hospitals or drive them to pueblo,0.0
boys i sure hate to leave you like this,0.0
september,0.0
ill show you that it wont shoot,0.0
december,1.0
for what am i in trouble,0.0
,1.0
january,1.0
i am beginning the descent procedure,0.0
im going over the valley,0.0
dear world i am leaving because i am bored i feel i have lived long enough i am leaving you with your worries in this sweet cesspool good luck,0.0
,1.0
cmon lets get this day over and done with,0.0
february,1.0
a life is like a garden perfect moments can be had but not preserved except in memory llap,0.0
,1.0
out out,0.0
i aint feeling good in my chest,0.0
august,0.0
im shotits over,0.0
yes,0.0
see in what peace a christian can die,0.0
march,1.0
march os march,0.0
,1.0
were going to rush the hijackers,0.0
august,0.0
hello brother,0.0
well goodbye all,1.0
please accept my apology for not going public with what ive been facing the last six years i have always felt a huge amount of love and respect from my friends fans and supporters i have loved you all so much and enjoyed making art for you,0.0
may,1.0
one man have i slain to save a hundred thousand,1.0
i die the kings good servant and gods first,1.0
january,0.0
i love you,0.0
hershey bars will be good enough theyll be fine,0.0
get after him,0.0
december,0.0
november,0.0
october,0.0
,1.0
january,0.0
i know dad,0.0
july,1.0
stand by me tom and we will die together,0.0
what is the answer in that case what is the question,0.0
dont turn on the light,0.0
i am dying leave me alone,0.0
i cant breathe,0.0
january,0.0
doctor do you think it could have been the sausage,0.0
oh father oh rama,0.0
,1.0
february,1.0
im dying im dyinghe hurt me,0.0
,1.0
,1.0
goodnight my love,0.0
april,0.0
ah a german and a genius a prodigyadmit him,0.0
i cant breathe i cant breathe i cant breathe i cant breathe i cant breathe i cant breathe i cant breathe i cant breathe i cant breathe i cant breathe i cant breathe,0.0
may,1.0
what are you shooting at im pat tillman im pat fucking tillman,0.0
i feel this time they have succeeded i do not want them to undress me i want you to undress me,0.0
september,0.0
june,1.0
how can the teeth of wild beasts hurt me without consciousness,0.0
reorganise the post i will give covering fire,0.0
i have nothing to ask god he has given me everything i desired god has made me king,1.0
november,1.0
,1.0
december,0.0
stand by me my brave grenadiers,0.0
it is a great consolation to me in my last hour that i have never wilfully offended anyone and that there is not a drop of blood on my hands,0.0
,1.0
september,0.0
january,1.0
january,1.0
,1.0
december,0.0
december,1.0
august,1.0
long live shah muhammad ali,1.0
never again never again,0.0
october,1.0
july,0.0
april,1.0
ill finally get to see marilyn,0.0
august,1.0
january,0.0
are you guys okay,0.0
but i have so little time,0.0
july,0.0
april,1.0
it is not painful ptus,0.0
goodbye god bless you all,1.0
june,1.0
december,0.0
i am dying innocent the sentence is wrong god protect germany and make germany great again long live germany god protect my family,1.0
september,1.0
good doctor god hath heard my daily petitions for i am at peace with all men and he is at peace with me and from that blessed assurance i feel that inward joy which this world can neither give nor take from me my conscience beareth me this witness and this witness makes the thoughts of death joyful i could wish to live to do the church more service but cannot hope it for my days are passed as a shadow that returns not,0.0
september,1.0
,1.0
january,1.0
lord lord make an end make an end,0.0
november,0.0
you cant kill this tough jew,0.0
january,1.0
what the devil do you mean to sing to me priest you are out of tune,0.0
oh wow oh wow oh wow,0.0
march,1.0
,1.0
yes i am fine,0.0
please dont kill me,0.0
namaste,0.0
november,1.0
yes i have heard of it i am very glad,0.0
jesus oh jesus you are my god my justice my strength my all,0.0
,1.0
it is hovering and its not an aircraft,0.0
if this is dying then i dont think much of it,0.0
i have sinned against my brother the ass,0.0
i die content after living the prescribed time and leaving you my sons in affluence and health placed in such a situation as if you follow my example will enable you to live honored and respected i recall nothing in my life with so much pleasure as having given offence to no one and having tried to serve all men as far as possible i advise you to act thus if you would live securely accepting only those honors as the laws and favor of the state confer upon you for it is the exercise of power that has been violentlynot voluntarilyobtained that occasions hatred and strife,0.0
judges slobodan praljak is not a war criminal with disdain i reject this verdict i have taken poison,0.0
shes comin on boys and shes comin on strong,0.0
,1.0
its the best i can do,0.0
i cant admit it doc think of what that would do to my mother she could not take it,1.0
i have already confessed my sins to god,0.0
o wretched virtue thou art a bare name i mistook thee for a substance but thou thyself art the slave of fortune,1.0
january,0.0
i dont know,0.0
june,1.0
im convicted unfairly and i die innocent,1.0
ill need it,0.0
van halen,0.0
i cant face it anymore,0.0
this is it baby brace yourself,0.0
,1.0
im dying,0.0
shoot straight you bastards dont make a mess of it,1.0
,1.0
i die in the traditional faith,1.0
november,1.0
february,1.0
youth i forgive thee take off his chains give him shillings and let him go,0.0
lord now let thy servant depart in peace,0.0
january,0.0
june,1.0
i am sorry that we cause you yet more effort beyond death and i am convinced that you are doing what you can do which perhaps is not very much forgive us our desertion we wish you and all our friends to experience better times your truly devoted felix hausdorff,0.0
november,1.0
may,0.0
the day will dawn when all the people will have the desire for freedom and its then that well see the rising of the moon,0.0
december,0.0
so the beginning of the eighth day has dawned it is still cool i have no wateri am waiting patiently come soon please fever wracked me last night hope you get my full log bill,0.0
goodbye until heaven,0.0
november,1.0
,1.0
father into thy hands i commend my spirit,0.0
november,0.0
,1.0
november,1.0
august,0.0
i perished in latitude north under the hardships of the return journey over the inland ice in november i reached this place under a waning moon and cannot go on because of my frozen feet and the darkness the bodies of the others are in the middle of the fjord hagen died on november mylius erichsen some ten days later,0.0
this is where the real fun starts,0.0
july,0.0
if it doesnt work this time then please help me,0.0
well it cant be helped,0.0
,1.0
im dying tell sue im sorry and that i love her,0.0
no and supposing you were,0.0
all my life i have carried myself gracefully,1.0
december,1.0
august,1.0
be fruitful,0.0
my trust is in god,0.0
,1.0
capitalism downfall,0.0
i dont know you i tell you and you must go away from here,0.0
march,1.0
november,0.0
august,0.0
a certain butterfly is already on the wing,0.0
december,0.0
oh jesus christ,0.0
i come i come why dost thou call for me,0.0
october,0.0
far from well yet far better than mine iniquities deserve,0.0
as long as i can give these people air im sticking,0.0
what a thrill it will be to die in the electric chair the supreme thrill the only one i havent tried,1.0
april,1.0
july,1.0
may,1.0
january,1.0
after i am dead you will find calais written upon my heart,0.0
leave me alone i am done for get out of here before the magazines go off,0.0
october,1.0
,1.0
throw up your hands throw up your hands,0.0
sergeant the spanish bullet isnt made that will kill me,0.0
august,1.0
yes like that just like that my royal friend raise me upward upward,0.0
asunder flies the man no single wound the gaping rupture seems where trickling crimson flows the tender streams but from an opening horrible and wide a thousand vessels pour the bursting tide at once the winding channels course was broke where wandering life her mazy journey took,0.0
,1.0
,1.0
june,1.0
after my head is chopped off will i still be able to hear at least for a moment the sound of my own blood gushing from the stump of my neck that would be the pleasure to end all pleasures,1.0
monsieur de montaigu consider what i owe to god the favor he has shown me and the great indulgence for which i am beholden to him observe how they are swelled time to depart,0.0
now let the world go as it will i care for nothing more,0.0
i fucking loved my life,0.0
no you certainly cant,0.0
august,1.0
september,0.0
already my foot is in the stirrup,0.0
i always knew what i was doing,0.0
i am about the extent of a tenth of a gnats eyebrow better,0.0
,1.0
pope clement chevalier guillaume de nogaret king philip i summon you to the tribunal of heaven before the year is out,1.0
more milk,0.0
jesus i love you,0.0
curtain fast music lights ready for the last finale great the show looks good the show looks good,0.0
happy anniversary i love you,0.0
not for long i feel like one of my engines is going out,0.0
february,1.0
may,0.0
my friend the artery ceases to beat,0.0
katie katie look itll be fine you know i just need to get some sleep,0.0
i shall be satisfied with thy likeness satisfied satisfied,0.0
june,1.0
july,0.0
december,1.0
march,1.0
,1.0
there are six guineas for you and do not hack me as you did my lord russell i have heard that you struck him three or four times my servant will give you more gold if you do your work well,1.0
march,1.0
lord jesus receive my spirit i see the heavens open and jesus standing at the right hand of god,1.0
my florida water,0.0
the act of taking my own life is not something i am doing without a lot of thought i dont believe that people should take their own lives without deep and thoughtful reflection over a considerable period of time i do believe strongly however that the right to do so is one of the most fundamental rights that anyone in a free society should have for me much of the world makes no sense but my feelings about what i am doing ring loud and clear to an inner ear and a place where there is no self only calm love always wendy,0.0
i know that everybody has gone through a lot of pain all the families connected and i am sorry and i want to thank everybody who have been supporting me all these six years,1.0
are you happy im happy,0.0
i told u i was hardcore u are so fucking stupid,0.0
will it be an interesting experience will i find out what lies beyond the barrier why does it take so long to come,0.0
i killed the president because he was the enemy of the good peoplethe good working people i am not sorry for my crime i am sorry i could not see my father,1.0
november,0.0
im only going out for a few minutes besides im wearing thermal underwear,0.0
march,1.0
i wish to announce the first plank in my campaign for reelectionwere going to have the floors in this goddamned hospital smoothed out,0.0
,1.0
im tired im going back to bed,0.0
,1.0
june,0.0
,1.0
april,1.0
december,0.0
november,1.0
i feel sick the dog is sick too we are both ill it must be something we have eaten,0.0
,1.0
draw thy sword and slay me that men say not of me a woman slew him,0.0
masters i pray you pray for me for i have deserved this death,1.0
oh god no help someone help,0.0
,1.0
a party lets have a party,0.0
you shot me,0.0
just dont leave me alone,0.0
pull up the shades i dont want to go home in the dark,0.0
well capture the objective,0.0
may,0.0
june,1.0
i am thankful for the kind of treatment during my captivity and i ask god to accept me with mercy,1.0
let me go to the house of the father,0.0
